Key,Type,Desc,English,Japanese
Tooltip/Titanium,Text,,"Titanium is used to pay for space cards, and is worth 3 M€ per unit.",チタンは宇宙カードの決済に使われ、1個あたり3M€の価値がある。
Tooltip/Titanium_title,Text,,Titanium,チタン
Tooltip/VictoryPoints,Text,,"See the Victory Points you've accumulated so far in game. Excludes dynamic VPs, given only at the end of the game, and the VPs gained from Red Cards.",ゲーム内でこれまでに貯めた勝利ポイントを確認することができます。ゲーム終了時にもらえるダイナミックVPと、レッドカードで得られるVPは除きます。
Tooltip/VictoryPoints_title,Text,,Victory Points,勝利ポイント
Tooltip/Volcano,Text,,"Hecate Tolus, Olympus Mons, Elysium Mons, Tharsis Tholus, Ascraeus Mons, Pavonis Mons and Arsia Mons are mountains on Mars. 
 These are potential locations for volcanoes, but any tile can be placed there.","Hecate Tolus, Olympus Mons, Elysium Mons, Tharsis Tholus, Ascraeus Mons, Pavonis Mons, Arsia Monsは火星の山である。
 これらは火山の候補地であるが、どのタイルもそこに置くことができる。"
Tooltip/Volcano01_title,Text,,Tharsis Tholus,サーシス・ソラス
Tooltip/Volcano02_title,Text,,Ascraeus Mons,アスクレイアスモンズ
Tooltip/Volcano03_title,Text,,Pavonis Mons,パヴォーニスモンズ
Tooltip/Volcano04_title,Text,,Arsia Mons,アルシアモンズ
Tooltip/gbBonus,Text,,"If you raise the parameter to this point, you also get the attached bonus.",ここまでパラメータを上げると、付属のボーナスも得られます。
Tooltip/gbBonus_title,Text,,Bonus steps,ボーナスステップ
Tooltip/planetMotion,Text,,"Planet Motion
Activate or deactivate the automatic tilting of the planet based on your cursor position.","惑星モーション
カーソル位置に応じて惑星を自動的に傾ける機能を有効／無効にします。"
Tooltip/removeConfirm,Text,,"Confirmation Pop Up
Toggle between having to confirm your move or not. Note that once a move has started, it cannot be cancelled.","確認ポップアップ
動作の確認が必要な場合と不要な場合を切り替えます。ただし、一度開始した動作はキャンセルできません。"
Tooltip/removeEndTurn,Text,,"Automatic End Turn
Toggle between ending your turn automatically or not.","自動ターン終了
自動でターンを終了するかしないかを切り替えます。"
Tutorial/End,Text,,You have learned everything you need to Terraform Mars! Now you are ready to go ahead and start a game against friends or the AI. Good luck!,火星をテラフォーミングするために必要なことは、すべて学んだはずだこれで、友達やAIとゲームを始める準備ができました。がんばってください。
Tutorial/End_01,Text,,"When all Global Parameters have been filled, you enter the <color=#76e2cf>Game End</color>. ",すべてのグローバルパラメータが埋まったら、<color=#76e2cf>ゲーム終了</color> を入力します。 
Tutorial/End_02,Text,,"First step is <color=#76e2cf>Plant Conversion</color>.
  
 You can use your remaining Plants to convert them to Greeneries for extra Victory Points.","最初のステップは<color=#76e2cf>植物の変換</color>です。  

 残っている「植物」を使って「緑」に変換することで、勝利ポイントを増やすことができます。"
Tutorial/End_03,Text,,"Finally, the points are tallied to show the <color=#76e2cf>winner</color>.",最後にポイントを集計し、<color=#76e2cf>勝利者</color>を表示します。
Tutorial/Gen01_Part01_01,Text,,"In Terraforming Mars, you control a corporation trying to make it to the top in the race to make Mars habitable.",テラフォーミング・マーズでは、火星を居住可能な状態にするためのレースでトップに立とうとする企業をコントロールすることができます。
Tutorial/Gen01_Part01_01_title,Text,,Welcome to Terraforming Mars.,テラフォーミング・マーズへようこそ。
Tutorial/Gen01_Part01_02,Text,,"The game ends once all <color=#76e2cf>three global parameters (temperature, oxygen and ocean) are maxed. </color><br><color=#76e2cf>></color> Temperature reaches 8°C (temperature increases by steps of 2).<br><color=#76e2cf>></color> Oxygen reaches 14%.<br><color=#76e2cf>></color> 9 oceans are placed.",<color=#76e2cf>3つのグローバルパラメータ（温度、酸素、海洋）がすべて最大になるとゲームは終了します。 </color>< br><color=#76e2cf></color> 温度が8℃になる（2段階ずつ上昇する）。< br><color=#76e2cf></color> 酸素は14%に到達。< br><color=#76e2cf></color> 9つの海洋が配置されています。
Tutorial/Gen01_Part01_02_2,Text,,"Global parameters are shared amongst all players.
 
 Raising a global parameter can also give an <color=#76e2cf>immediate bonus</color> to the player that increased it.","グローバルパラメータは、全プレイヤーで共有されます。

 グローバルパラメータを上げると、それを上げたプレイヤーに<color=#76e2cf>即時ボーナス</color>を与えることもできます。"
Tutorial/Gen01_Part01_03,Text,,"In order to win, you have to <color=#76e2cf>score the highest</color> by: <br><color=#76e2cf>></color> Accumulating Terraform Rating points<br><color=#76e2cf>></color> Accumulating as many Victory Points as possible.",< br><color=#76e2cf></color> テラフォーム評価ポイントを貯める < br><color=#76e2cf></color> できるだけ多くの勝利ポイントを貯めることによって、<color=#76e2cf>最高のスコアを獲得しなければなりません。
Tutorial/Gen01_Part01_04,Text,,"This is your current <color=#76e2cf>Terraform Rating</color> (TR). Each player starts at 20.
  You can increase your Terraform Rating by raising the global parameters, or by playing certain cards.","これは現在の<color=#76e2cf>テラフォーム評価（TR）</color>です。各プレイヤーは20でスタートします。
  テラフォーム評価は、グローバルパラメータを上げるか、特定のカードをプレイすることで上げることができます。"
